optimizer,n_layers,n_neurons,learning_rate,mse,loc,model
sgd,1,50,0.007931101,0.17494384944438934,Cabo_de_Palos,GOW
sgd,1,100,0.008621314,0.17450261116027832,Cabo_de_Palos,GOW
sgd,1,200,0.008288198,0.17467455565929413,Cabo_de_Palos,GOW
sgd,5,10,0.00939334,0.5843159556388855,Cabo_de_Palos,GOW
sgd,5,50,0.009458886,0.4805487096309662,Cabo_de_Palos,GOW
sgd,5,100,0.009458886,0.3269609212875366,Cabo_de_Palos,GOW
sgd,5,200,0.009371592,0.2531077265739441,Cabo_de_Palos,GOW
sgd,10,10,0.0094151385,1.026120901107788,Cabo_de_Palos,GOW
sgd,10,50,0.008926339,0.3394351899623871,Cabo_de_Palos,GOW
sgd,10,100,0.009328247,0.26165124773979187,Cabo_de_Palos,GOW
sgd,10,200,0.009436987,0.5070002675056458,Cabo_de_Palos,GOW
sgd,15,10,0.008423775,0.9281814098358154,Cabo_de_Palos,GOW
sgd,15,50,0.008926339,0.5200189352035522,Cabo_de_Palos,GOW
sgd,15,100,0.009199412,0.5152855515480042,Cabo_de_Palos,GOW
sgd,15,200,0.009285103,0.8534733057022095,Cabo_de_Palos,GOW
rmsprop,1,10,0.008742053,0.18341930210590363,Cabo_de_Palos,GOW
rmsprop,1,50,0.008249864,0.18752656877040863,Cabo_de_Palos,GOW
rmsprop,1,100,0.009349895,0.20557177066802979,Cabo_de_Palos,GOW
rmsprop,1,200,0.0094151385,0.20485807955265045,Cabo_de_Palos,GOW
rmsprop,5,10,0.009502838,1.0236872434616089,Cabo_de_Palos,GOW
rmsprop,5,50,0.009502838,0.43087273836135864,Cabo_de_Palos,GOW
rmsprop,5,100,0.009524891,0.38400956988334656,Cabo_de_Palos,GOW
rmsprop,5,200,0.009051351,0.34452998638153076,Cabo_de_Palos,GOW
rmsprop,10,10,0.009458886,1.02998685836792,Cabo_de_Palos,GOW
rmsprop,10,50,0.009480838,0.7338319420814514,Cabo_de_Palos,GOW
rmsprop,10,100,0.009349895,0.4389954209327698,Cabo_de_Palos,GOW
rmsprop,10,200,0.009114511,0.3132575750350952,Cabo_de_Palos,GOW
rmsprop,15,10,0.009502838,0.59944748878479,Cabo_de_Palos,GOW
rmsprop,15,50,0.009263605,0.5346617698669434,Cabo_de_Palos,GOW
rmsprop,15,100,0.007931101,1.0595059394836426,Cabo_de_Palos,GOW
rmsprop,15,200,0.007931101,1.0601056814193726,Cabo_de_Palos,GOW
adam,1,10,0.009093409,0.16898894309997559,Cabo_de_Palos,COP
adam,1,50,0.009349895,0.17033475637435913,Cabo_de_Palos,COP
adam,1,100,0.009135663,0.17237882316112518,Cabo_de_Palos,COP
adam,1,200,0.00876234,0.17776840925216675,Cabo_de_Palos,COP
adam,5,10,0.009524891,0.7700901627540588,Cabo_de_Palos,COP
adam,5,50,0.009502838,0.6711848974227905,Cabo_de_Palos,COP
adam,5,100,0.009524891,0.39904868602752686,Cabo_de_Palos,COP
adam,5,200,0.009030394,0.31967583298683167,Cabo_de_Palos,COP
adam,10,10,0.009502838,1.0560778379440308,Cabo_de_Palos,COP
adam,10,50,0.009524891,0.4481293261051178,Cabo_de_Palos,COP
adam,10,100,0.009502838,0.6919223666191101,Cabo_de_Palos,COP
adam,10,200,0.009263605,0.23648090660572052,Cabo_de_Palos,COP
adam,15,10,0.009502838,0.8948081731796265,Cabo_de_Palos,COP
adam,15,50,0.009328247,1.0509624481201172,Cabo_de_Palos,COP
adam,15,100,0.009502838,1.0518468618392944,Cabo_de_Palos,COP
adam,15,200,0.009502838,1.0507405996322632,Cabo_de_Palos,COP
sgd,1,10,0.00864132,0.17798079550266266,Cabo_de_Palos,COP
sgd,1,50,0.009285103,0.16619016230106354,Cabo_de_Palos,COP
sgd,1,100,0.009156863,0.16615734994411469,Cabo_de_Palos,COP
sgd,1,200,0.008601353,0.16428138315677643,Cabo_de_Palos,COP
sgd,5,10,0.009371592,0.6720398664474487,Cabo_de_Palos,COP
sgd,5,50,0.009502838,0.44690588116645813,Cabo_de_Palos,COP
sgd,5,100,0.009480838,0.3233157694339752,Cabo_de_Palos,COP
sgd,5,200,0.009436987,0.25043076276779175,Cabo_de_Palos,COP
sgd,10,10,0.0094151385,1.0180813074111938,Cabo_de_Palos,COP
sgd,10,50,0.009030394,0.5204533934593201,Cabo_de_Palos,COP
sgd,10,100,0.00930665,0.3370751440525055,Cabo_de_Palos,COP
sgd,10,200,0.009480838,0.500324010848999,Cabo_de_Palos,COP
sgd,15,10,0.0094151385,1.003731369972229,Cabo_de_Palos,COP
sgd,15,50,0.009135663,0.6194181442260742,Cabo_de_Palos,COP
sgd,15,100,0.009093409,0.42476823925971985,Cabo_de_Palos,COP
sgd,15,200,0.009436987,0.7883298397064209,Cabo_de_Palos,COP
rmsprop,1,10,0.009436987,0.20379847288131714,Cabo_de_Palos,COP
rmsprop,1,50,0.009178112,0.21774716675281525,Cabo_de_Palos,COP
rmsprop,1,100,0.009480838,0.22981712222099304,Cabo_de_Palos,COP
rmsprop,1,200,0.008823483,0.22005556523799896,Cabo_de_Palos,COP
rmsprop,5,10,0.009502838,1.0463361740112305,Cabo_de_Palos,COP
rmsprop,5,50,0.009480838,0.456511914730072,Cabo_de_Palos,COP
rmsprop,5,100,0.009524891,0.5370957851409912,Cabo_de_Palos,COP
rmsprop,5,200,0.00856157,0.4010007083415985,Cabo_de_Palos,COP
rmsprop,10,10,0.009502838,1.3093719482421875,Cabo_de_Palos,COP
rmsprop,10,50,0.009480838,0.3939526081085205,Cabo_de_Palos,COP
rmsprop,10,100,0.009371592,0.47620484232902527,Cabo_de_Palos,COP
rmsprop,10,200,0.009328247,0.455307275056839,Cabo_de_Palos,COP
rmsprop,15,10,0.009458886,0.8859484195709229,Cabo_de_Palos,COP
rmsprop,15,50,0.009242157,0.5714232325553894,Cabo_de_Palos,COP
rmsprop,15,100,0.007931101,1.0601407289505005,Cabo_de_Palos,COP
rmsprop,15,200,0.007931101,1.0595064163208008,Cabo_de_Palos,COP
adam,1,10,0.009381669,0.2754635512828827,Valencia,GOW
adam,1,50,0.008823205,0.27722933888435364,Valencia,GOW
adam,1,100,0.0080373455,0.27469542622566223,Valencia,GOW
adam,1,200,0.00933572,0.26065152883529663,Valencia,GOW
adam,5,10,0.009451017,0.7272358536720276,Valencia,GOW
adam,5,50,0.009497534,0.591991126537323,Valencia,GOW
adam,5,100,0.009497534,0.39495420455932617,Valencia,GOW
adam,5,200,0.009404728,0.3536124527454376,Valencia,GOW
adam,10,10,0.009497534,1.0446056127548218,Valencia,GOW
adam,10,50,0.009497534,0.5962139964103699,Valencia,GOW
adam,10,100,0.009497534,0.7251201868057251,Valencia,GOW
adam,10,200,0.009497534,1.0711524486541748,Valencia,GOW
adam,15,10,0.009497534,1.0162233114242554,Valencia,GOW
adam,15,50,0.009474247,1.0802096128463745,Valencia,GOW
adam,15,100,0.009497534,1.0775357484817505,Valencia,GOW
adam,15,200,0.009474247,1.0813926458358765,Valencia,GOW
sgd,1,10,0.008823205,0.2736852467060089,Valencia,GOW
sgd,1,50,0.008801571,0.26530399918556213,Valencia,GOW
sgd,1,100,0.008866631,0.266286700963974,Valencia,GOW
sgd,1,200,0.008954127,0.26574915647506714,Valencia,GOW
sgd,5,10,0.009474247,0.659431517124176,Valencia,GOW
sgd,5,50,0.009404728,0.4829893708229065,Valencia,GOW
sgd,5,100,0.00933572,0.3966323137283325,Valencia,GOW
sgd,5,200,0.00933572,0.30903926491737366,Valencia,GOW
sgd,10,10,0.009358666,0.9466796517372131,Valencia,GOW
sgd,10,50,0.009358666,0.7595545053482056,Valencia,GOW
sgd,10,100,0.009427844,0.6492189168930054,Valencia,GOW
sgd,10,200,0.009404728,0.6073161363601685,Valencia,GOW
sgd,15,10,0.009358666,1.0415960550308228,Valencia,GOW
sgd,15,50,0.00933572,0.8097058534622192,Valencia,GOW
sgd,15,100,0.009358666,0.8127426505088806,Valencia,GOW
sgd,15,200,0.009404728,0.7128766179084778,Valencia,GOW
rmsprop,1,10,0.009381669,0.2714938819408417,Valencia,GOW
rmsprop,1,50,0.009427844,0.279462069272995,Valencia,GOW
rmsprop,1,100,0.009020315,0.3074153959751129,Valencia,GOW
rmsprop,1,200,0.009221829,0.2757604420185089,Valencia,GOW
rmsprop,5,10,0.009497534,0.6729589700698853,Valencia,GOW
rmsprop,5,50,0.009474247,0.440395325422287,Valencia,GOW
rmsprop,5,100,0.009451017,0.47733983397483826,Valencia,GOW
rmsprop,5,200,0.00933572,0.4570951759815216,Valencia,GOW
rmsprop,10,10,0.009497534,0.9434375166893005,Valencia,GOW
rmsprop,10,50,0.009474247,0.585223913192749,Valencia,GOW
rmsprop,10,100,0.009312829,0.6647496819496155,Valencia,GOW
rmsprop,10,200,0.009404728,0.34312698245048523,Valencia,GOW
rmsprop,15,10,0.009497534,0.9667299389839172,Valencia,GOW
rmsprop,15,50,0.0092672175,0.5877702236175537,Valencia,GOW
rmsprop,15,100,0.009358666,0.5385618805885315,Valencia,GOW
rmsprop,15,200,0.009451017,1.065340518951416,Valencia,GOW
adam,1,10,0.009427844,0.32159358263015747,Valencia,COP
adam,1,50,0.009289995,0.29987186193466187,Valencia,COP
adam,1,100,0.009244495,0.29636189341545105,Valencia,COP
adam,1,200,0.009199218,0.3056524693965912,Valencia,COP
adam,5,10,0.009497534,0.7381861209869385,Valencia,COP
adam,5,50,0.009497534,0.5729078054428101,Valencia,COP
adam,5,100,0.009474247,0.4744790494441986,Valencia,COP
adam,5,200,0.009404728,0.4023500680923462,Valencia,COP
adam,10,10,0.009358666,1.0054749250411987,Valencia,COP
adam,10,50,0.00933572,0.6106671690940857,Valencia,COP
adam,10,100,0.009497534,1.071260690689087,Valencia,COP
adam,10,200,0.009497534,1.069006323814392,Valencia,COP
adam,15,10,0.009497534,1.616952657699585,Valencia,COP
adam,15,50,0.009474247,1.0783089399337769,Valencia,COP
adam,15,100,0.009497534,1.0740089416503906,Valencia,COP
adam,15,200,0.008954127,1.0710490942001343,Valencia,COP
sgd,1,10,0.00782321,0.30915722250938416,Valencia,COP
sgd,1,50,0.009381669,0.3008935749530792,Valencia,COP
sgd,1,100,0.0082573425,0.29958802461624146,Valencia,COP
sgd,1,200,0.008567075,0.2980603873729706,Valencia,COP
sgd,5,10,0.009474247,0.7028628587722778,Valencia,COP
sgd,5,50,0.009404728,0.49845921993255615,Valencia,COP
sgd,5,100,0.009404728,0.41380953788757324,Valencia,COP
sgd,5,200,0.009176662,0.35381707549095154,Valencia,COP
sgd,10,10,0.009358666,0.9391732811927795,Valencia,COP
sgd,10,50,0.009312829,0.7431955337524414,Valencia,COP
sgd,10,100,0.009404728,0.6399028897285461,Valencia,COP
sgd,10,200,0.009404728,0.5959861278533936,Valencia,COP
sgd,15,10,0.009312829,1.0021015405654907,Valencia,COP
sgd,15,50,0.009312829,0.7026631236076355,Valencia,COP
sgd,15,100,0.009358666,0.7457430362701416,Valencia,COP
sgd,15,200,0.009404728,0.7235708832740784,Valencia,COP
rmsprop,1,10,0.009064712,0.3065337538719177,Valencia,COP
rmsprop,1,50,0.008359321,0.2989118695259094,Valencia,COP
rmsprop,1,100,0.0087369885,0.29605206847190857,Valencia,COP
rmsprop,1,200,0.008954127,0.30888286232948303,Valencia,COP
rmsprop,5,10,0.009474247,0.5671864151954651,Valencia,COP
rmsprop,5,50,0.009474247,0.4884083867073059,Valencia,COP
rmsprop,5,100,0.009474247,0.39246246218681335,Valencia,COP
rmsprop,5,200,0.009176662,0.4547005295753479,Valencia,COP
rmsprop,10,10,0.009497534,0.8724026679992676,Valencia,COP
rmsprop,10,50,0.009358666,0.576296329498291,Valencia,COP
rmsprop,10,100,0.009289995,0.7011311054229736,Valencia,COP
rmsprop,10,200,0.008910272,0.603028416633606,Valencia,COP
rmsprop,15,10,0.009244495,0.9600634574890137,Valencia,COP
rmsprop,15,50,0.009451017,0.7757202982902527,Valencia,COP
rmsprop,15,100,0.009451017,1.0655497312545776,Valencia,COP
rmsprop,15,200,0.009474247,1.065321445465088,Valencia,COP
adam,1,10,0.009321174,0.1524616777896881,Tarragona,GOW
adam,1,50,0.0092667295,0.1455124467611313,Tarragona,GOW
adam,1,100,0.008339353,0.14389891922473907,Tarragona,GOW
adam,1,200,0.008612416,0.1450253427028656,Tarragona,GOW
adam,5,10,0.009348515,0.7345598936080933,Tarragona,GOW
adam,5,50,0.00940344,0.47871702909469604,Tarragona,GOW
adam,5,100,0.009348515,0.22224882245063782,Tarragona,GOW
adam,5,200,0.009105297,0.18385355174541473,Tarragona,GOW
adam,10,10,0.009375937,0.9635692238807678,Tarragona,GOW
adam,10,50,0.009375937,0.5134434103965759,Tarragona,GOW
adam,10,100,0.009348515,0.5394613146781921,Tarragona,GOW
adam,10,200,0.009375937,0.370156854391098,Tarragona,GOW
adam,15,10,0.009348515,0.9960036873817444,Tarragona,GOW
adam,15,50,0.00940344,1.1382473707199097,Tarragona,GOW
adam,15,100,0.009348515,1.0818476676940918,Tarragona,GOW
adam,15,200,0.008816606,1.0834333896636963,Tarragona,GOW
sgd,1,10,0.00746095,0.14958073198795319,Tarragona,GOW
sgd,1,50,0.0077732555,0.14107327163219452,Tarragona,GOW
sgd,1,100,0.007818925,0.14073632657527924,Tarragona,GOW
sgd,1,200,0.008512101,0.1413722187280655,Tarragona,GOW
sgd,5,10,0.009293911,0.6536614894866943,Tarragona,GOW
sgd,5,50,0.009321174,0.47033318877220154,Tarragona,GOW
sgd,5,100,0.009375937,0.3039965033531189,Tarragona,GOW
sgd,5,200,0.009321174,0.21313737332820892,Tarragona,GOW
sgd,10,10,0.009239626,0.9949308037757874,Tarragona,GOW
sgd,10,50,0.009239626,0.6096938848495483,Tarragona,GOW
sgd,10,100,0.009239626,0.5037357807159424,Tarragona,GOW
sgd,10,200,0.009293911,0.5331242084503174,Tarragona,GOW
sgd,15,10,0.009239626,0.8522586822509766,Tarragona,GOW
sgd,15,50,0.009212603,0.7847111225128174,Tarragona,GOW
sgd,15,100,0.009239626,0.6705206036567688,Tarragona,GOW
sgd,15,200,0.0092667295,0.7478874325752258,Tarragona,GOW
rmsprop,1,10,0.009293911,0.14975565671920776,Tarragona,GOW
rmsprop,1,50,0.0077732555,0.14728710055351257,Tarragona,GOW
rmsprop,1,100,0.009293911,0.14717495441436768,Tarragona,GOW
rmsprop,1,200,0.00892051,0.155850350856781,Tarragona,GOW
rmsprop,5,10,0.009375937,1.0005587339401245,Tarragona,GOW
rmsprop,5,50,0.009375937,0.5119802355766296,Tarragona,GOW
rmsprop,5,100,0.009375937,0.5155606865882874,Tarragona,GOW
rmsprop,5,200,0.009321174,0.2175319939851761,Tarragona,GOW
rmsprop,10,10,0.00940344,1.0491803884506226,Tarragona,GOW
rmsprop,10,50,0.00940344,0.3984878659248352,Tarragona,GOW
rmsprop,10,100,0.009375937,0.4468003809452057,Tarragona,GOW
rmsprop,10,200,0.009158793,0.27435049414634705,Tarragona,GOW
rmsprop,15,10,0.00940344,1.2446869611740112,Tarragona,GOW
rmsprop,15,50,0.009375937,0.6507925391197205,Tarragona,GOW
rmsprop,15,100,0.009321174,0.45572376251220703,Tarragona,GOW
rmsprop,15,200,0.009375937,1.095263123512268,Tarragona,GOW
adam,1,10,0.009158793,0.15697640180587769,Tarragona,COP
adam,1,50,0.007980893,0.19498927891254425,Tarragona,COP
adam,1,100,0.0088684065,0.1995515376329422,Tarragona,COP
adam,1,200,0.009158793,0.18439419567584991,Tarragona,COP
adam,5,10,0.00940344,0.7839140892028809,Tarragona,COP
adam,5,50,0.00940344,0.563721776008606,Tarragona,COP
adam,5,100,0.009348515,0.3294856548309326,Tarragona,COP
adam,5,200,0.009375937,0.2697289288043976,Tarragona,COP
adam,10,10,0.009348515,1.1330419778823853,Tarragona,COP
adam,10,50,0.00940344,0.3648426830768585,Tarragona,COP
adam,10,100,0.00889442,1.0830198526382446,Tarragona,COP
adam,10,200,0.009239626,1.082751750946045,Tarragona,COP
adam,15,10,0.00940344,2.774538040161133,Tarragona,COP
adam,15,50,0.009375937,0.5316016674041748,Tarragona,COP
adam,15,100,0.00940344,1.0836670398712158,Tarragona,COP
adam,15,200,0.00940344,1.0827717781066895,Tarragona,COP
sgd,1,10,0.008487205,0.18091338872909546,Tarragona,COP
sgd,1,50,0.008790821,0.16953757405281067,Tarragona,COP
sgd,1,100,0.00746095,0.16564229130744934,Tarragona,COP
sgd,1,200,0.00746095,0.1659160852432251,Tarragona,COP
sgd,5,10,0.009293911,0.6778615713119507,Tarragona,COP
sgd,5,50,0.009348515,0.48074018955230713,Tarragona,COP
sgd,5,100,0.009348515,0.36252927780151367,Tarragona,COP
sgd,5,200,0.009293911,0.2677212655544281,Tarragona,COP
sgd,10,10,0.009185659,0.9139615893363953,Tarragona,COP
sgd,10,50,0.009239626,0.6817307472229004,Tarragona,COP
sgd,10,100,0.009348515,0.5195420384407043,Tarragona,COP
sgd,10,200,0.009375937,0.5139484405517578,Tarragona,COP
sgd,15,10,0.009239626,0.9565674662590027,Tarragona,COP
sgd,15,50,0.009158793,0.7323803305625916,Tarragona,COP
sgd,15,100,0.009239626,0.7032322287559509,Tarragona,COP
sgd,15,200,0.009321174,0.5934454798698425,Tarragona,COP
rmsprop,1,10,0.009348515,0.2075480818748474,Tarragona,COP
rmsprop,1,50,0.00892051,0.2214985489845276,Tarragona,COP
rmsprop,1,100,0.008612416,0.21268433332443237,Tarragona,COP
rmsprop,1,200,0.008663016,0.2145324945449829,Tarragona,COP
rmsprop,5,10,0.009293911,0.6469025611877441,Tarragona,COP
rmsprop,5,50,0.009348515,0.6882731914520264,Tarragona,COP
rmsprop,5,100,0.00940344,0.5167575478553772,Tarragona,COP
rmsprop,5,200,0.009348515,0.3631879985332489,Tarragona,COP
rmsprop,10,10,0.009348515,1.066422939300537,Tarragona,COP
rmsprop,10,50,0.009375937,0.6913479566574097,Tarragona,COP
rmsprop,10,100,0.009132006,0.6629992723464966,Tarragona,COP
rmsprop,10,200,0.0086884275,0.3040562868118286,Tarragona,COP
rmsprop,15,10,0.00940344,0.8001357913017273,Tarragona,COP
rmsprop,15,50,0.009025639,0.7277100682258606,Tarragona,COP
rmsprop,15,100,0.009293911,0.633988082408905,Tarragona,COP
rmsprop,15,200,0.008663016,1.0960304737091064,Tarragona,COP
adam,1,10,0.008834646,0.09567806869745255,Cabo_Begur,GOW
adam,1,50,0.009112591,0.10656440258026123,Cabo_Begur,GOW
adam,1,100,0.009056311,0.1038590595126152,Cabo_Begur,GOW
adam,1,200,0.008618407,0.10456659644842148,Cabo_Begur,GOW
adam,5,10,0.00934123,0.705963134765625,Cabo_Begur,GOW
adam,5,50,0.00937021,0.49990037083625793,Cabo_Begur,GOW
adam,5,100,0.00934123,0.34628069400787354,Cabo_Begur,GOW
adam,5,200,0.009283538,0.22620385885238647,Cabo_Begur,GOW
adam,10,10,0.00937021,0.8828217387199402,Cabo_Begur,GOW
adam,10,50,0.00937021,0.3231165409088135,Cabo_Begur,GOW
adam,10,100,0.009312338,0.5000162720680237,Cabo_Begur,GOW
adam,10,200,0.00934123,1.0814541578292847,Cabo_Begur,GOW
adam,15,10,0.00937021,0.8769883513450623,Cabo_Begur,GOW
adam,15,50,0.00937021,1.0961557626724243,Cabo_Begur,GOW
adam,15,100,0.00934123,1.0993318557739258,Cabo_Begur,GOW
adam,15,200,0.008645144,1.1009138822555542,Cabo_Begur,GOW
sgd,1,10,0.009283538,0.09224864095449448,Cabo_Begur,GOW
sgd,1,50,0.009000379,0.09659826755523682,Cabo_Begur,GOW
sgd,1,100,0.008917128,0.09700888395309448,Cabo_Begur,GOW
sgd,1,200,0.008459708,0.09887848049402237,Cabo_Begur,GOW
sgd,5,10,0.009226202,0.6360575556755066,Cabo_Begur,GOW
sgd,5,50,0.009254825,0.41162675619125366,Cabo_Begur,GOW
sgd,5,100,0.009197667,0.26923659443855286,Cabo_Begur,GOW
sgd,5,200,0.008917128,0.2030874490737915,Cabo_Begur,GOW
sgd,10,10,0.009197667,1.0307377576828003,Cabo_Begur,GOW
sgd,10,50,0.009226202,0.5079567432403564,Cabo_Begur,GOW
sgd,10,100,0.009283538,0.42524272203445435,Cabo_Begur,GOW
sgd,10,200,0.009283538,0.46451759338378906,Cabo_Begur,GOW
sgd,15,10,0.009197667,0.8833703398704529,Cabo_Begur,GOW
sgd,15,50,0.009084407,0.5838680267333984,Cabo_Begur,GOW
sgd,15,100,0.009140862,0.5300940871238708,Cabo_Begur,GOW
sgd,15,200,0.009254825,0.607650876045227,Cabo_Begur,GOW
rmsprop,1,10,0.008618407,0.09133810549974442,Cabo_Begur,GOW
rmsprop,1,50,0.009226202,0.10479351878166199,Cabo_Begur,GOW
rmsprop,1,100,0.008834646,0.10793055593967438,Cabo_Begur,GOW
rmsprop,1,200,0.008917128,0.10253095626831055,Cabo_Begur,GOW
rmsprop,5,10,0.009254825,0.7378588318824768,Cabo_Begur,GOW
rmsprop,5,50,0.00934123,0.4785308241844177,Cabo_Begur,GOW
rmsprop,5,100,0.009254825,0.33513468503952026,Cabo_Begur,GOW
rmsprop,5,200,0.00934123,0.27990850806236267,Cabo_Begur,GOW
rmsprop,10,10,0.009169221,1.033315896987915,Cabo_Begur,GOW
rmsprop,10,50,0.009283538,0.44140782952308655,Cabo_Begur,GOW
rmsprop,10,100,0.00937021,0.403805136680603,Cabo_Begur,GOW
rmsprop,10,200,0.008944792,0.2654164135456085,Cabo_Begur,GOW
rmsprop,15,10,0.008355536,0.6815639734268188,Cabo_Begur,GOW
rmsprop,15,50,0.00934123,0.6446393132209778,Cabo_Begur,GOW
rmsprop,15,100,0.00733623,1.0856696367263794,Cabo_Begur,GOW
rmsprop,15,200,0.00733623,1.0845789909362793,Cabo_Begur,GOW
adam,1,10,0.008591752,0.11980512738227844,Cabo_Begur,COP
adam,1,50,0.009028302,0.12030869722366333,Cabo_Begur,COP
adam,1,100,0.008944792,0.14998431503772736,Cabo_Begur,COP
adam,1,200,0.008834646,0.15144892036914825,Cabo_Begur,COP
adam,5,10,0.00937021,0.9590175747871399,Cabo_Begur,COP
adam,5,50,0.00937021,0.5652430057525635,Cabo_Begur,COP
adam,5,100,0.00934123,0.32407525181770325,Cabo_Begur,COP
adam,5,200,0.009112591,0.14330966770648956,Cabo_Begur,COP
adam,10,10,0.00937021,0.984975278377533,Cabo_Begur,COP
adam,10,50,0.00934123,0.49769625067710876,Cabo_Begur,COP
adam,10,100,0.00934123,0.38483867049217224,Cabo_Begur,COP
adam,10,200,0.009084407,0.28059664368629456,Cabo_Begur,COP
adam,15,10,0.00934123,0.9778400659561157,Cabo_Begur,COP
adam,15,50,0.009312338,1.0995582342147827,Cabo_Begur,COP
adam,15,100,0.00937021,1.1011523008346558,Cabo_Begur,COP
adam,15,200,0.007951517,1.1010165214538574,Cabo_Begur,COP
sgd,1,10,0.00733623,0.10818329453468323,Cabo_Begur,COP
sgd,1,50,0.00733623,0.10471192747354507,Cabo_Begur,COP
sgd,1,100,0.0073818206,0.10867246240377426,Cabo_Begur,COP
sgd,1,200,0.00733623,0.11013715714216232,Cabo_Begur,COP
sgd,5,10,0.009197667,0.7253033518791199,Cabo_Begur,COP
sgd,5,50,0.00934123,0.46400439739227295,Cabo_Begur,COP
sgd,5,100,0.009312338,0.3422738015651703,Cabo_Begur,COP
sgd,5,200,0.009254825,0.2271031141281128,Cabo_Begur,COP
sgd,10,10,0.009226202,1.0546401739120483,Cabo_Begur,COP
sgd,10,50,0.009226202,0.5549318194389343,Cabo_Begur,COP
sgd,10,100,0.009169221,0.45719003677368164,Cabo_Begur,COP
sgd,10,200,0.009312338,0.5064452290534973,Cabo_Begur,COP
sgd,15,10,0.009028302,0.9179843068122864,Cabo_Begur,COP
sgd,15,50,0.009000379,0.6075119376182556,Cabo_Begur,COP
sgd,15,100,0.009140862,0.4440726339817047,Cabo_Begur,COP
sgd,15,200,0.009283538,0.5466868877410889,Cabo_Begur,COP
rmsprop,1,10,0.008591752,0.13222141563892365,Cabo_Begur,COP
rmsprop,1,50,0.008000931,0.14726193249225616,Cabo_Begur,COP
rmsprop,1,100,0.009112591,0.14762026071548462,Cabo_Begur,COP
rmsprop,1,200,0.008329693,0.14659303426742554,Cabo_Begur,COP
rmsprop,5,10,0.00937021,0.8548773527145386,Cabo_Begur,COP
rmsprop,5,50,0.009283538,0.5402599573135376,Cabo_Begur,COP
rmsprop,5,100,0.00937021,0.49405932426452637,Cabo_Begur,COP
rmsprop,5,200,0.00937021,0.2829257547855377,Cabo_Begur,COP
rmsprop,10,10,0.00937021,0.9831539392471313,Cabo_Begur,COP
rmsprop,10,50,0.00937021,0.6390607953071594,Cabo_Begur,COP
rmsprop,10,100,0.00934123,0.3203701674938202,Cabo_Begur,COP
rmsprop,10,200,0.009169221,0.43879562616348267,Cabo_Begur,COP
rmsprop,15,10,0.00937021,1.583226203918457,Cabo_Begur,COP
rmsprop,15,50,0.00934123,0.6140321493148804,Cabo_Begur,COP
rmsprop,15,100,0.009254825,0.5732019543647766,Cabo_Begur,COP
rmsprop,15,200,0.009000379,1.0669373273849487,Cabo_Begur,COP
adam,1,10,0.009204065,0.11900388449430466,Dragonera,GOW
adam,1,50,0.008574932,0.12156745046377182,Dragonera,GOW
adam,1,100,0.008803426,0.11377681791782379,Dragonera,GOW
adam,1,200,0.009506845,0.13464851677417755,Dragonera,GOW
